id,title,genres,authors,description,readers_count,avg_rating,genre_score
294617,Зойкина квартира,"Пьесы и драматургия,Литература 20 века,Русская классика",Михаил Булгаков,,10,5.0,898
275517,Золотая роза,"Литература 20 века,Русская классика",Константин Паустовский,,20,4.7,898
203637,Золотая цепь,Русская классика,Александр Грин,,11,,898
191622,Золотой петух,Русская классика,Александр Куприн,,18,3.3,898
214220,Золотой рыцарь,Русская классика,Николай Гумилев,,20,4.7,898
167639,Зыковы,"Пьесы и драматургия,Русская классика",Максим Горький,,19,4.0,898
24521,Зеленая лампа,"Литература 20 века,Русская классика",Александр Грин,,30,5.0,898
223522,Зеленая лошадь,Русская классика,Викентий Вересаев,,13,4.5,898
95298,Фанфарон,"Литература 19 века,Русская классика",Алексей Писемский,,14,5.0,898
38361,Фауст,"Литература 19 века,Русская классика",Иван Тургенев,,38,4.5,898
204348,Федра,"Пьесы и драматургия,Литература 20 века,Русская классика",Марина Цветаева,,12,5.0,898
291646,Фельдшер Кичунов,Русская классика,Викентий Вересаев,,13,5.0,898
269008,Фердинанд,Русская классика,Александр Куприн,,14,4.3,898
81513,Иван Великий,"Литература 20 века,Русская классика,Советская литература",Андрей Платонов,,17,5.0,898
80487,Иго войны,"Литература 20 века,Русская классика",Леонид Андреев,,56,5.0,898
79615,Мой брат играет на кларнете,"Литература 20 века,Русская классика,Советская литература",Анатолий Алексин,,14,5.0,898
199370,Мой процесс,"Литература 20 века,Русская классика",Варлам Шаламов,,11,5.0,898
179853,Молитва Господня,Русская классика,Александр Куприн,,10,5.0,898
242181,Молодежь,"Литература 19 века,Русская классика",Леонид Андреев,,12,4.2,898
209237,Молодость и старость,"Литература 20 века,Русская классика",Иван Бунин,,16,3.7,898
259719,Молох,"Зарубежная классика,Литература 19 века,Русская классика",Александр Куприн,,14,,898
77471,Молчание,"Литература 19 века,Русская классика",Леонид Андреев,,19,4.7,898
15858,Ученик чародея,"Литература 20 века,Русская классика",Александр Грин,,13,5.0,898
128456,Учитель словесности,"Литература 19 века,Русская классика",Антон Чехов,,40,5.0,898
126875,Идиот,"Литература 19 века,Русская классика",Федор Достоевский,,555,4.9,898
178018,Иезуиты,"Литература 20 века,Русская классика",П. Бунин,,15,3.0,898
262089,Из Сибирских рассказов и очерков,Русская классика,Владимир Короленко,,14,5.0,898
216217,Из воспоминаний рядового Иванова,"Литература 19 века,Русская классика",Всеволод Гаршин,,14,4.5,898
206893,Из записной книжки отставного приказчика Касьяна Яманова,"Литература 19 века,Русская классика",Николай Лейкин,,10,4.7,898
164116,Из записных книжек 1925-1937 гг.,Русская классика,"Илья Ильф,Евгений Петров",,13,5.0,898
92192,Из кавказских воспоминаний. Разжалованный,"Литература 19 века,Русская классика",Лев Толстой,,15,4.3,898
305044,Из одного дорожного дневника,"Литература 19 века,Русская классика",Николай Лесков,,23,5.0,898
288605,Извозчик,"Литература 19 века,Русская классика",Максим Горький,,13,5.0,898
177674,"Изложение фактов и дум, от взаимодействия которых отсохли лучшие куски моего сердца","Литература 19 века,Русская классика",Максим Горький,,17,4.3,898
264289,Изображение. Курс лекций,"Старинная литература,Русская классика",Михаил Ямпольский,,18,3.3,898
138652,Фальшивый купон,"Литература 20 века,Русская классика",Лев Толстой,,8,2.0,898
134973,Митя Павлов,Русская классика,Максим Горький,,13,4.4,898
202429,Много ли человеку земли нужно,"Литература 19 века,Русская классика",Лев Толстой,,19,3.0,898
85746,Модная лавка,"Пьесы и драматургия,Литература 19 века,Русская классика",Иван Крылов,,13,5.0,898
147723,Модный адвокат,Русская классика,Надежда Тэффи,,13,3.0,898
245546,Мои записки,Русская классика,Леонид Андреев,,15,5.0,898
129470,Мои университеты,"Литература 20 века,Русская классика",Максим Горький,,25,5.0,898
267204,Мой Пушкин,"Литература 20 века,Русская классика",Марина Цветаева,,16,4.5,898
296205,Месяц в деревне,"Пьесы и драматургия,Литература 19 века,Русская классика",Иван Тургенев,,46,4.3,898
158196,Именины,Русская классика,Антон Чехов,,12,,898
88986,Инженеры,Русская классика,Николай Гарин-Михайловский,,20,4.7,898
49093,Усомнившийся Макар,"Литература 20 века,Русская классика",Андрей Платонов,,10,5.0,898
186847,Устрицы,"Литература 19 века,Русская классика",Антон Чехов,,93,4.2,898
321723,Утро помещика,"Литература 19 века,Русская классика",Лев Толстой,,13,4.8,898
178229,Механическое правосудие,"Литература 20 века,Русская классика",Александр Куприн,,11,4.3,898
71690,Мечты,"Литература 19 века,Русская классика",Антон Чехов,,16,4.6,898
212269,Мещане,"Пьесы и драматургия,Литература 20 века,Русская классика",Максим Горький,,21,5.0,898
187514,Мираж,Русская классика,Алексей Толстой,,10,5.0,898
255992,Мирное житие,"Литература 20 века,Русская классика",Александр Куприн,,13,5.0,898
182285,Медвежий Угол,Русская классика,Павел Мельников-Печерский,,12,4.3,898
65912,Мелкий бес,"Литература 20 века,Русская классика",Федор Сологуб,,106,3.0,898
195185,Унтер Пришибеев,"Литература 19 века,Русская классика",Антон Чехов,,18,5.0,898
283398,Уральские рассказы,"Старинная литература,Русская классика",Дмитрий Мамин-Сибиряк,,9,5.0,898
152946,Испытание,"Зарубежная классика,Литература 19 века,Русская классика",Александр Бестужев-Марлинский,,14,5.0,898
207842,Истинная жизнь Севастьяна Найта,"Зарубежная классика,Литература 20 века,Русская классика",Владимир Набоков,,16,5.0,898
273056,История государства Российского от Гостомысла до Тимашева,"Старинная литература,Русская классика",Алексей Толстой,,10,5.0,898
182652,История двух калош,"Старинная литература,Русская классика",Владимир Соллогуб,,22,4.8,898
59857,Изумруд,"Литература 20 века,Русская классика",Александр Куприн,,43,4.5,898
295361,Мертвое озеро,"Литература 19 века,Русская классика","Николай Некрасов,Авдотья Панаева",,16,5.0,898
168615,Мертвым не больно,"Литература 20 века,Русская классика,Советская литература,Книги о войне",Василий Быков,,15,3.0,898
91167,Таланты и поклонники,"Пьесы и драматургия,Литература 19 века,Русская классика",Александр Островский,,12,5.0,898
143610,Таня,"Литература 20 века,Русская классика",Иван Бунин,,22,4.2,898
165290,Тапер,"Литература 20 века,Русская классика",Александр Куприн,,21,5.0,898
260166,Тарас Бульба,"Зарубежная классика,Литература 19 века,Русская классика",Николай Гоголь,,73,4.8,898
159760,Темняк,"Литература 19 века,Русская классика",Николай Лесков,,9,5.0,898
129161,Июльская гроза,"Литература 20 века,Русская классика,Советская литература",Андрей Платонов,,25,5.0,898
22757,К славе,"Литература 19 века,Русская классика",Александр Куприн,,23,4.8,898
54601,К спеху,"Литература 19 века,Русская классика",Викентий Вересаев,,16,5.0,898
126490,Кабала святош,"Пьесы и драматургия,Литература 20 века,Русская классика",Михаил Булгаков,,25,4.3,898
278209,Кавказ,Русская классика,Иван Бунин,,19,4.9,898
7418,Ужас,"Зарубежная классика,Литература 20 века,Русская классика",Михаил Арцыбашев,,14,,898
227014,Умершее сословие,"Литература 19 века,Русская классика",Николай Лесков,,7,4.0,898
37589,Униженные и оскорбленные,"Литература 19 века,Русская классика",Федор Достоевский,,30,5.0,898
275669,Тень Наполеона,Русская классика,Александр Куприн,,13,3.3,898
156329,Марков камень,"Литература 20 века,Русская классика",Павел Бажов,,13,5.0,898
275214,Мартингал,"Литература 19 века,Русская классика",Владимир Одоевский,,7,3.0,898
261563,Марья Шонинг,"Зарубежная классика,Литература 19 века,Русская классика",Александр Пушкин,,17,4.5,898
274582,Масленичные правила дисциплины,"Литература 19 века,Русская классика",Антон Чехов,,14,3.8,898
34939,Масоны,"Литература 19 века,Русская классика",Алексей Писемский,,19,4.0,898
234071,Мать,"Литература 20 века,Русская классика",Максим Горький,,33,4.0,898
226549,Мгновение,"Литература 19 века,Русская классика",Владимир Короленко,,9,5.0,898
148686,Медведи,"Литература 19 века,Русская классика",Всеволод Гаршин,,16,5.0,898
148617,Маленькие картинки,"Литература 19 века,Русская классика",Федор Достоевский,,22,4.7,898
89294,Как это делалось в Одессе,"Литература 20 века,Русская классика,Советская литература",Исаак Бабель,,14,3.8,898
44836,Как я был актером,"Литература 20 века,Русская классика",Александр Куприн,,12,4.5,898
305736,Калигула,"Литература 20 века,Русская классика",Варлам Шаламов,,10,5.0,898
311883,История одного убийства,"Литература 20 века,Русская классика",Александр Грин,,10,4.0,898
185569,История села Горюхина,"Литература 19 века,Русская классика",Александр Пушкин,,8,,898
218040,Иудея,"Литература 20 века,Русская классика",Иван Бунин,,14,5.0,898
54361,Маленький Гарусов,"Зарубежная классика,Литература 20 века,Русская классика,Советская литература",Ирина Грекова,,15,5.0,898
283794,Маленький герой,"Литература 19 века,Русская классика",Федор Достоевский,,14,,898
44044,Маленький солдат,"Литература 20 века,Русская классика,Советская литература",Андрей Платонов,,18,4.8,898
75211,Мальчик у Христа на елке,"Зарубежная классика,Литература 19 века,Русская классика",Федор Достоевский,,32,5.0,898
166589,Мамай,"Зарубежная классика,Литература 20 века,Русская классика",Евгений Замятин,,21,5.0,898
7425,Мамаша Кемских,Русская классика,Максим Горький,,11,4.6,898
222096,Марат,"Литература 20 века,Русская классика",Александр Грин,,9,5.0,898
310261,Людмила,Русская классика,Василий Жуковский,,20,5.0,898
152422,Людоедка,"Литература 19 века,Русская классика",Николай Гейнце,,18,3.0,898
175304,Макар Чудра,"Литература 19 века,Русская классика",Максим Горький,,28,5.0,898
51346,Макар Чудра и многое другое…,"Литература 20 века,Русская классика",Максим Горький,,13,4.5,898
115485,Липяги,"Литература 19 века,Русская классика",Александр Эртель,,17,5.0,898
185666,Лолита,"Зарубежная классика,Литература 20 века,Русская классика",Владимир Набоков,,510,4.3,898
20871,У-а… У-а!,"Литература 19 века,Русская классика",Иван Тургенев,,16,4.6,898
28084,Каллисфен,"Литература 18 века,Русская классика",Денис Фонвизин,,23,5.0,898
130018,Каменное сердце,"Литература 20 века,Русская классика,Советская литература",Александр Беляев,,6,5.0,898
149639,Камера обскура,"Литература 20 века,Русская классика",Владимир Набоков,,44,4.7,898
235444,Канитель,"Литература 19 века,Русская классика",Антон Чехов,,13,5.0,898
106139,Капитан Дюк,"Литература 20 века,Русская классика",Александр Грин,,12,5.0,898
283295,Капитан Илиа,"Литература 19 века,Русская классика",Константин Леонтьев,,13,3.8,898
267644,Карамора,"Литература 20 века,Русская классика",Максим Горький,,10,5.0,898
207361,Каратели,"Литература 20 века,Русская классика,Книги о войне",Алесь Адамович,,13,5.0,898
31194,Касатка,"Пьесы и драматургия,Литература 20 века,Русская классика",Алексей Толстой,,18,5.0,898
149975,Лолли,"Литература 19 века,Русская классика",Александр Куприн,,11,5.0,898
72609,Лошадиная фамилия,"Литература 19 века,Русская классика",Антон Чехов,,47,4.8,898
55181,Лунный свет,"Литература 20 века,Русская классика",Александр Грин,,15,4.0,898
154571,Тень птицы,"Литература 20 века,Русская классика",Иван Бунин,,9,5.0,898
14628,Термометр Гришки Логуна,Русская классика,Варлам Шаламов,,13,,898
297828,Тина,Русская классика,Антон Чехов,,18,5.0,898
251622,Тихий Дон,"Литература 20 века,Русская классика,Советская литература",Михаил Шолохов,,208,5.0,898
148748,Каштанка,"Литература 19 века,Русская классика",Антон Чехов,,26,4.8,898
213298,Кирджали,"Литература 19 века,Русская классика",Александр Пушкин,,17,5.0,898
166049,Кладбище,"Литература 20 века,Русская классика",Максим Горький,,15,,898
43174,Кладбищенские люди,"Литература 20 века,Русская классика",Василий Брусянин,,13,5.0,898
179739,Тяжкое обязательство,"Литература 19 века,Русская классика",Глеб Успенский,,14,4.5,898
308577,У Троице-Сергия,Русская классика,Александр Куприн,,11,4.5,898
123298,У батьки нашего Махно,"Литература 20 века,Русская классика,Советская литература",Исаак Бабель,,12,4.5,898
308776,У знакомых,Русская классика,Антон Чехов,,17,4.5,898
254257,У телефона,"Литература 19 века,Русская классика",Антон Чехов,,11,5.0,898
101291,Тихий Дон. Краткий пересказ произведения М. Шолохова,Русская классика,Анатолий Будниченко,,23,3.5,898
160394,Леди Макбет Мценского уезда,"Литература 19 века,Русская классика",Николай Лесков,,228,4.4,898
32660,Леон дворецкий сын,"Литература 19 века,Русская классика",Николай Лесков,,14,4.5,898
265809,Лесная глушь,"Литература 19 века,Русская классика",Александр Куприн,,19,4.4,898
308763,Лесной дьявол,Русская классика,Николай Гумилев,,14,3.7,898
128615,Лето,Русская классика,Максим Горький,,13,4.0,898
254921,Летом в городе,"Зарубежная классика,Литература 20 века,Русская классика,Советская литература",Ирина Грекова,,15,5.0,898
20564,"Леша Чеканов, или Однодельцы на Колыме",Русская классика,Варлам Шаламов,,19,4.8,898
189681,Лешачиха,Русская классика,Надежда Тэффи,,20,4.3,898
51310,Либерал,"Зарубежная классика,Литература 19 века,Русская классика",Михаил Салтыков-Щедрин,,27,4.2,898
119781,Лакейская,"Пьесы и драматургия,Зарубежная драматургия,Зарубежная классика,Литература 19 века,Русская классика",Николай Гоголь,,10,4.5,898
28316,Княгиня,Русская классика,Антон Чехов,,19,4.8,898
15536,Княжна Дубровина,"Литература 19 века,Русская классика",Евгения Тур,,16,4.0,898
199495,Княжна Мери,"Литература 19 века,Русская классика",Михаил Лермонтов,,36,3.7,898
85795,Княжна Тараканова,"Литература 19 века,Русская классика",Григорий Данилевский,,17,5.0,898
125327,Катенька,Русская классика,Надежда Тэффи,,12,5.0,898
66608,Каторга. Преступники,Русская классика,Влас Дорошевич,,10,4.3,898
2021,Тюремная пайка,"Литература 20 века,Русская классика",Варлам Шаламов,,23,4.1,898
29651,Тюрьма,"Литература 20 века,Русская классика",Максим Горький,,12,5.0,898
309713,Тяжба,"Пьесы и драматургия,Литература 19 века,Русская классика",Николай Гоголь,,8,,898
230383,Когда рак свистнет,Русская классика,Сигизмунд Кржижановский,,19,3.7,898
274865,Когда рак свистнул,Русская классика,Надежда Тэффи,,19,5.0,898
10621,Кое-что об А. С. Даргомыжском,"Литература 19 века,Русская классика",Антон Чехов,,15,5.0,898
36187,Козья ферма,"Литература 20 века,Русская классика",Саша Чёрный,,17,5.0,898
313081,Кокаин,Русская классика,Надежда Тэффи,,14,5.0,898
247811,Колдунья,"Литература 19 века,Русская классика",Николай Успенский,,9,4.0,898
54024,Колхида,"Литература 20 века,Русская классика,Советская литература",Константин Паустовский,,16,5.0,898
144697,Лев старца Герасима,"Литература 19 века,Русская классика",Николай Лесков,,11,,898
304212,Левушка,Русская классика,Лидия Чарская,,9,5.0,898
219847,Легенда о смерти Александра I,"Литература 20 века,Русская классика",П. Бунин,,17,5.0,898
9935,Легкое дыхание,Русская классика,Иван Бунин,,28,4.5,898
12672,Товарищи,"Литература 19 века,Русская классика",Викентий Вересаев,,12,3.5,898
156840,Тост,Русская классика,Александр Куприн,,15,4.0,898
86388,Тот самый Мюнхгаузен,"Пьесы и драматургия,Литература 20 века,Русская классика,Советская литература",Григорий Горин,,18,5.0,898
101775,Контракт 1884 года с Человечеством,"Литература 19 века,Русская классика",Антон Чехов,,21,5.0,898
98476,Корова,"Литература 19 века,Русская классика",Лев Толстой,,9,4.5,898
42630,Трущобные люди,"Литература 19 века,Русская классика",Владимир Гиляровский,,6,2.0,898
172854,Трюм и палуба,"Литература 20 века,Русская классика",Александр Грин,,11,5.0,898
134894,Тупейный художник,"Литература 19 века,Русская классика",Николай Лесков,,20,4.8,898
123807,Тьма египетская,"Литература 20 века,Русская классика",Михаил Булгаков,,11,5.0,898
144868,Третий сын,"Литература 20 века,Русская классика,Советская литература",Андрей Платонов,,13,5.0,898
31567,Крэнфорд,Русская классика,Элизабет Гаскелл,,15,4.8,898
305081,Кувырков,"Литература 19 века,Русская классика",Николай Лесков,,13,5.0,898
80899,Кусок мяса,"Литература 20 века,Русская классика",Варлам Шаламов,,16,5.0,898
133222,Куст сирени,"Зарубежная классика,Литература 19 века,Русская классика",Александр Куприн,,20,3.5,898
246840,Три дня в деревне,"Литература 20 века,Русская классика",Лев Толстой,,13,3.5,898
106743,Три медведя,"Литература 19 века,Русская классика",Лев Толстой,,20,3.7,898
171228,Три смерти,"Литература 19 века,Русская классика",Лев Толстой,,7,,898
88707,Три старца,"Литература 19 века,Русская классика",Лев Толстой,,12,5.0,898
294369,Крейцерова соната,"Литература 19 века,Русская классика",Лев Толстой,,46,5.0,898
259178,Крест,Русская классика,Варлам Шаламов,,15,5.0,898
235346,Крестьянин Ягафар,"Литература 20 века,Русская классика,Советская литература,Книги о войне",Андрей Платонов,,20,5.0,898
42146,Кроткая,"Литература 19 века,Русская классика",Федор Достоевский,,38,3.5,898
197774,Крупичатая,"Литература 19 века,Русская классика",Дмитрий Мамин-Сибиряк,,11,4.0,898
134498,Крутой характер,Русская классика,Александр Куприн,,12,5.0,898
196520,"Король, дама, валет","Литература 20 века,Русская классика",Владимир Набоков,,29,4.3,898
109406,Кошмар,"Литература 20 века,Русская классика",Александр Грин,,15,4.5,898
112539,Красный смех,"Литература 20 века,Русская классика",Леонид Андреев,,13,4.0,898
232010,Комик,"Литература 19 века,Русская классика",Алексей Писемский,,14,4.0,898
4148,Кому в эмиграции жить хорошо,"Старинная литература,Русская классика",Саша Чёрный,,17,5.0,898
66412,Конармия,"Литература 20 века,Русская классика,Советская литература",Исаак Бабель,,19,4.7,898
49976,Конец света,"Литература 19 века,Русская классика",Иван Тургенев,,21,5.0,898
220934,Cказки,"Старинная литература,Русская классика",Василий Жуковский,"жанр: классическая проза
темы: любовь, семья, детство
конфликт: внутренний конфликт, семейные проблемы
смысл: История о жизни и отношениях, исследование человеческих эмоций и опыта.",14,5.0,898
288406,«Блуждающие звезды». Рассказ для кино,"Литература 20 века,Русская классика,Советская литература",Исаак Бабель,"жанр: рассказ
темы: любовь, семья, идентичность
конфликт: внутренний конфликт, конфликт поколений
смысл: История о поиске своего места в мире, о сложностях отношений и идентичности. Рассказывает о внутренних конфликтах и борьбе за самопознание.",13,4.5,898
157642,«Дубки»,"Литература 20 века,Русская классика",Иван Бунин,"жанр: рассказ
темы: любовь, семья, детство
конфликт: внутренний конфликт, конфликт поколений
смысл: История о взрослении и самопознании, исследование отношений и ценностей.",17,5.0,898
263004,«Илья Муромец»,"Литература 20 века,Русская классика",Саша Чёрный,"жанр: исторический роман
темы: героизм, честь, традиции
конфликт: внутренний конфликт, конфликт
смысл: История о герое, борьбе за справедливость, самопознании.",13,4.0,898
210721,Село Степанчиково и его обитатели,"Литература 19 века,Русская классика",Федор Достоевский,,17,5.0,898
168265,Семейная хроника,"Зарубежная классика,Литература 19 века,Русская классика",Сергей Аксаков,,23,,898
59342,Семейное счастие,"Литература 19 века,Русская классика",Лев Толстой,,18,5.0,898
319369,Семейное счастье,"Старинная литература,Русская классика",Лев Толстой,,20,4.8,898
271889,Семья разговляется,Русская классика,Надежда Тэффи,,11,,898
74110,Сеничкин яд,"Литература 19 века,Русская классика",Николай Лесков,,22,4.0,898
201110,«Испорченная кровь – тот же яд…»,"Литература 20 века,Русская классика",Максим Горький,"жанр: роман
темы: семья, вина, прощение, страдание, внутренний конфликт
конфликт: семейные противоречия, личностный кризис
смысл: Изучение семейных отношений и личностного роста, поиск смысла жизни в условиях внутренних конфликтов.",7,5.0,898
103188,«Мадрид»,Русская классика,Иван Бунин,"жанр: рассказ
темы: любовь, семья, одиночество
конфликт: внутренний конфликт, социальные нормы
смысл: История о человеческих отношениях, исследование внутреннего мира персонажей.",12,5.0,898
102334,«Остров Сирен»,"Литература 20 века,Русская классика",Иван Бунин,"жанр: рассказ
темы: любовь, одиночество, смерть
конфликт: внутренний конфликт, конфликт
смысл: История о человеческих переживаниях, исследование тем любви и смертности.",11,5.0,898
695,«Светлана»,Русская классика,Александр Куприн,"жанр: рассказ
темы: любовь, семья, одиночество
конфликт: внутренний конфликт, социальные нормы
смысл: История о личном росте и самопознании, исследование человеческих отношений и эмоций.",16,5.0,898
54172,«Сучья» война,"Литература 20 века,Русская классика",Варлам Шаламов,"жанр: рассказ
темы: война, насилие, выживание
конфликт: борьба за жизнь, внутренний конфликт
смысл: история о выживании в условиях войны, исследование человеческой психологии в экстремальных условиях",13,4.5,898
90922,«Фаворитка»,Русская классика,Александр Куприн,"жанр: рассказ
темы: любовь, семья, власть
конфликт: противоречие между личными желаниями и социальными ожиданиями, внутренний конфликт
смысл: История о сложных отношениях и выборах, которые определяют жизнь персонажей. Рассказ исследует темы любви, семьи и власти в контексте социальных ожиданий.",9,5.0,898
320090,«Четверть» лошади,"Литература 19 века,Русская классика",Глеб Успенский,"жанр: рассказ
темы: семья, детство, взросление
конфликт: внутренний конфликт, конфликт поколений
смысл: История о взрослении и самопознании, исследующая сложности семейных отношений.",15,3.7,898
1083,Автобиографические рассказы,"Старинная литература,Русская классика",Максим Горький,"жанр: автобиография
темы: детство, взросление, семья, страдание
конфликт: внутренний конфликт, социальное неравенство
смысл: Описание жизни автора, его опыта и борьбы. Изучение влияния детства и взросления на формирование личности.",16,4.5,898
280728,Автомобиль,Русская классика,Семен Юшкевич,"жанр: рассказ
темы: семья, одиночество, свобода
конфликт: внутренний конфликт, конфликт поколений
смысл: История о поиске себя и своем месте в мире, о сложностях отношений и выборах, которые определяют нашу жизнь.",20,4.3,898
272361,"Человек, потерявший лицо","Литература 20 века,Научная фантастика,Классика фантастики",Александр Беляев,,12,3.0,580
154449,104 страницы про любовь,"Пьесы и драматургия,Литература 20 века",Эдвард Радзинский,"жанр: роман
темы: любовь, семья, отношения
конфликт: внутренний конфликт, конфликт поколений
смысл: Книга исследует темы любви и отношений, смысл жизни и свободы выбора.",19,5.0,580
157405,В киргизских степях,"Классические детективы,Литература 20 века",Александр Беляев,,14,5.0,580
25815,Записки патера Брауна = Father Brown’s Memories,"Классические детективы,Литература 20 века",Гилберт Кит Честертон,,14,5.0,580
284554,Долина страха,"Зарубежные детективы,Классические детективы,Литература 20 века",Артур Конан Дойл,,12,5.0,580
158341,Камень Мазарини,"Зарубежные детективы,Классические детективы,Литература 20 века",Артур Конан Дойл,,16,5.0,580
127315,Альтист Данилов,Литература 20 века,Владимир Орлов,"жанр: роман
темы: семья, дружба, любовь, идентичность, самопознание
конфликт: внутренний конфликт, конфликт поколений
смысл: История жизни главного героя, его отношений и поиска себя. Описание развития личности и преодоления жизненных трудностей.",28,4.8,580
248520,Америка,"Зарубежная классика,Литература 20 века",Франц Кафка,"жанр: роман
темы: семья, одиночество, идентичность
конфликт: внутренний конфликт, конфликт с обществом
смысл: История молодого человека в Америке, его поиск себя и места в обществе.",13,5.0,580
253700,Свет в августе,"Зарубежная классика,Литература 20 века",Уильям Фолкнер,,15,4.0,580
29972,Свет женщины,"Зарубежная классика,Литература 20 века",Ромен Гари,,18,3.5,580
160884,Три любви,"Зарубежная классика,Литература 20 века",Арчибальд Кронин,,25,4.3,580
152529,Кровь человеческая,"Литература 20 века,Советская литература",Виктор Астафьев,,10,2.7,580
291322,Короткая рокировка,"Литература 20 века,Советская литература",Борис Васильев,,18,5.0,580
27595,Коршун,"Литература 20 века,Советская литература",Виктор Астафьев,,22,4.5,580
226253,Котлован,"Литература 20 века,Советская литература",Андрей Платонов,,40,4.5,580
9931,С любимыми не расставайтесь!,"Пьесы и драматургия,Литература 20 века",Александр Володин,,18,4.5,580
98807,Сага о Певзнерах,Литература 20 века,Анатолий Алексин,,15,5.0,580
39357,Самуэль,"Зарубежная классика,Литература 20 века",Джек Лондон,,8,,580
173581,Сандро из Чегема,Литература 20 века,Фазиль Искандер,,14,,580
275997,Сестра Керри,"Зарубежная классика,Литература 20 века",Теодор Драйзер,,17,3.0,580
78235,Сибиряк,"Литература 20 века,Советская литература",Виктор Астафьев,,15,5.0,580
69798,Сила сильных,"Зарубежная классика,Литература 20 века",Джек Лондон,,14,3.0,580
281433,Сильнодействующее лекарство,"Зарубежная классика,Литература 20 века",Артур Хейли,,48,4.9,580
187653,Ясным ли днем,"Литература 20 века,Советская литература",Виктор Астафьев,,10,5.0,580
243921,Корни неба,"Зарубежная классика,Литература 20 века",Ромен Гари,,14,4.7,580
175092,Тысяча дюжин,"Зарубежная классика,Литература 20 века",Джек Лондон,,27,4.2,580
195389,Гелиополь,"Социальная фантастика,Зарубежная классика,Литература 20 века",Эрнст Юнгер,,14,5.0,580
285294,День триффидов,"Социальная фантастика,Зарубежная фантастика,Литература 20 века,Классика фантастики",Джон Уиндем,,19,4.0,580
89272,Руки жены,"Литература 20 века,Советская литература",Виктор Астафьев,,14,5.0,580
49371,Рыжий с того двора,"Литература 20 века,Советская литература",Василий Аксенов,,19,5.0,580
65986,Роза и тис,"Зарубежная классика,Литература 20 века",Мэри Уэстмакотт,,45,4.1,580
109420,Ремесло,Литература 20 века,Сергей Довлатов,,56,4.6,580
254741,Аэропорт,"Зарубежная классика,Современная зарубежная литература,Литература 20 века",Артур Хейли,,83,4.8,580
247804,Юные годы. Путь Шеннона,"Зарубежная классика,Литература 20 века",Арчибальд Кронин,,13,3.5,580
7849,Беглянка,"Зарубежная классика,Литература 20 века",Марсель Пруст,,16,5.0,580
160078,"Аты-баты, шли солдаты","Литература 20 века,Советская литература,Книги о войне",Борис Васильев,,17,4.9,580
221787,Решения,"Зарубежная классика,Литература 20 века",Франц Кафка,,15,,580
219724,"Скобелев, или Есть только миг…","Литература 20 века,Книги о войне",Борис Васильев,,7,5.0,580
223317,Скотный Двор,"Зарубежная классика,Литература 20 века",Джордж Оруэлл,,165,4.6,580
36963,Тяжелый песок,"Литература 20 века,Советская литература",Анатолий Рыбаков,,104,4.4,580
67414,Когда явились ангелы,Литература 20 века,Кен Кизи,,13,4.2,580
295589,Колеса,"Зарубежная классика,Современная зарубежная литература,Литература 20 века",Артур Хейли,,15,,580
241758,Торговый дом Гердлстон,"Зарубежная классика,Литература 20 века",Артур Конан Дойл,,9,5.0,580
15319,Тошнота,"Зарубежная классика,Литература 20 века",Жан-Поль Сартр,,12,4.8,580
137493,Тревожный сон,"Литература 20 века,Советская литература",Виктор Астафьев,,16,4.8,580
123589,Южный почтовый,"Зарубежная классика,Литература 20 века",Антуан де Сент-Экзюпери,,15,4.5,580
34877,Раковый корпус,Литература 20 века,Александр Солженицын,,11,5.0,580
128996,Рассказы и крохотки,Литература 20 века,Александр Солженицын,,13,5.0,580
295687,Бересклет,"Зарубежная классика,Литература 20 века",Джон Голсуорси,,23,4.3,580
214249,Элтон Джон,"Литература 20 века,Советская литература",Александр Житинский,,19,5.0,580
78492,Разлука весной,"Зарубежная классика,Литература 20 века",Мэри Уэстмакотт,,15,4.5,580
7883,Размышления об истинном пути,"Зарубежная классика,Литература 20 века",Франц Кафка,,8,5.0,580
15481,Путешествие в Индию,"Зарубежная классика,Литература 20 века",Эдвард Форстер,,5,5.0,580
284947,Бильярд в половине десятого,"Зарубежная классика,Литература 20 века",Генрих Бёлль,,16,3.8,580
